t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop,nonlocal_crab
57,-1.0,-1.0,-1,-1,-1,-15.104999999998716,0,"[0.4604278383417121 15.770771558132113 189.10204434976842
 960.3863188126086 2144.5806689205674 2063.4564690601887 923.528336920277
 266.8917160513364 308.73210680939866 696.9486272665811 1084.93778302897
 1120.9548918778637 845.1904075050106 616.2876158917064 584.7597542587483
 724.4624952849433 1060.6849288612304 1538.116156499777 1852.1899741708476
 1665.1994074065412 937.5001168707802]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589]"
58,-1.0,-1.0,-1,-1,-1,-15.369999999998178,0,"[0.0100872198712746 1.8231068070086998 35.71882517597626
 283.73173717947236 1081.9290220785354 2009.4947441794172
 1833.2039535293443 863.8569661872696 345.7127950767724 466.68251663469607
 862.8904321724555 1114.4641171348455 1002.6587737251672 749.1032640193024
 628.4933437025288 712.3717546493411 1015.7736263526496 1474.9623968998865
 1798.4575996329258 1638.8903909140206 936.9612846691343]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589]"
59,-1.0,-1.0,-1,-1,-1,-15.634999999997625,0,"[0.0007244826166704999 0.15179625989483148 5.7354306375901505
 71.54787347313938 407.5541568399261 1206.0903076700554 1908.0643125803965
 1601.1498476758936 788.9298990412989 441.5277170308287 646.5398450098731
 986.2358456694811 1069.6498936976745 886.6917218967819 705.8401880548254
 722.761086135219 980.382964070687 1420.045083803152 1751.4748274821754
 1622.4255027159832 934.5761285890632]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589]"
60,-1.0,-1.0,-1,-1,-1,-15.899999999996997,0,"[9.74361082461886e-07 0.00530558350131091 0.8110821492168646
 16.111429951293093 129.3205055755209 549.6598359434433 1324.0273703544422
 1791.3006476897058 1393.0137648709915 737.7870499741108 567.4329444410017
 817.7358558059094 1040.9042836925366 989.652813924874 808.5270746051222
 760.1471458221386 952.3447668699157 1355.1024479401851 1691.2251614307577
 1597.6706319688565 933.1308816125534]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589]"
61,-1.0,-1.0,-1,-1,-1,-16.164999999996283,0,"[2.7107447981707677e-11 5.62270359973934e-06 0.024637628477424005
 2.9500154743892977 37.51907002473783 216.68474684692328 724.9322798888834
 1426.3905300236177 1656.7469955514036 1204.6022727416948
 727.9995806912463 720.399869945207 953.176049435848 1032.3310210939842
 904.8674137172695 810.4010727284956 952.1918705208135 1308.0722438954233
 1633.8093263521196 1562.3519835444429 926.5316084677302]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589]"
62,-1.0,-1.0,-1,-1,-1,-16.429999999995424,0,"[2.29666280e+04 1.09757659e+04 2.52789330e+00 1.00000002e+00
 1.30000000e+01 1.13000000e+02 4.26000000e+02 9.89000000e+02
 1.25200000e+03 9.31000000e+02 5.80000000e+02 5.97000000e+02
 8.21000000e+02 9.18000000e+02 8.15000000e+02 7.20000000e+02
 8.52000000e+02 1.19300000e+03 1.49200000e+03 1.41300000e+03
 8.56000000e+02]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
63,-1.0,-1.0,-1,-1,-1,-16.69499999997829,0,"[2217.6976011318443 16466.95488101654 12882.308190267902
 2339.6430689681924 31.00936271239353 36.63975135688944 194.91570376259492
 594.9324747983638 1089.2972255941716 1177.8365273885415 851.0288426575128
 644.2835131000692 754.9096923190978 916.4731778454162 902.0686246924461
 811.2682944217231 887.4768147786249 1189.9742154568373 1488.5701714161016
 1428.5958906195397 863.9218311338232]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
64,-1.0,-1.0,-1,-1,-1,-16.95999999996386,0,"[218.5615670756597 3306.8572194207204 13071.162685875574
 12214.149271923603 3783.5822975299857 383.58637576090183
 80.26190987760543 305.8112785644599 744.7615397330707 1115.3336019148185
 1064.4879370088813 790.912180539413 733.8319844870272 870.3380168075815
 922.1151400932661 872.0133872987051 912.2800844809157 1162.733003569921
 1452.1818262551315 1403.123029014626 845.393642763421]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
65,-1.0,-1.0,-1,-1,-1,-17.224999999957646,0,"[22.69498929982806 526.8952011814446 4004.4956070584794 11290.128129646942
 11040.884487441735 4349.5727413794175 739.8528874006669
 185.36538179269616 447.4516352851282 873.8032636906734 1101.2839315119722
 971.2915972849443 798.6763388096545 833.0003648102008 916.0716088722083
 915.6150061810594 943.7461395573713 1146.1438559602582 1402.9688294377593
 1369.4670925369753 830.4030565630483]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
66,-1.0,-1.0,-1,-1,-1,-17.48999999995613,0,"[2.476592320718485 77.07741684641736 904.8115827813372 4601.142853901071
 10267.343888225138 9850.384836820005 4336.518014098185 960.9242310644823
 326.9632163331864 608.3699848119862 971.5864213925183 1055.3414933493023
 915.2690898517355 846.2366211931359 907.5240211448867 949.335035632649
 975.1516704326682 1134.1176048014659 1365.9964215218324
 1328.7040780800835 805.7286246589581]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
67,-1.0,-1.0,-1,-1,-1,-17.754999999955906,0,"[0.15024474907504895 10.359800228831974 181.7933006732003
 1388.7341692881446 5206.869942894463 9632.294747982678 8735.999974150323
 4001.358703212081 1048.172477988007 492.9258060157135 770.6780148316849
 1022.2258673333612 1009.6096545375392 914.3712434940861 913.0085586776559
 956.7391317688587 1002.6579355762409 1140.1633637035616
 1336.4833915376757 1303.846384422369 789.6187839877772]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
68,-1.0,-1.0,-1,-1,-1,-18.019999999955882,0,"[0.007214622255670097 1.3537555369591514 33.37682455247858
 356.995847867059 1968.0869239708738 5784.77655390877 9101.240194564069
 7642.590949289835 3494.28185786445 1062.4108489878524 659.6154849189347
 898.3521138279368 1038.3464257875955 991.340045703459 941.9362439030424
 969.8520735653333 1030.7361346294413 1153.5175382102261
 1329.3338067409848 1278.9591072564288 775.8586530228323]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
69,-1.0,-1.0,-1,-1,-1,-18.28499999995588,0,"[0.0007244827217120302 0.15181804929351997 5.831137962981229
 83.81380528156832 631.9364177461479 2664.2834498634406 6329.914757638924
 8556.556408850945 6555.200147164753 2942.914864045622 1058.9992155089337
 815.9606774858865 992.4044615218926 1039.7257502126208 991.8331024159996
 986.2316901712686 1049.5153585772412 1163.6817125807438
 1313.8551109371028 1251.3574672508933 760.2060458470331]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
70,-1.0,-1.0,-1,-1,-1,-18.54999999995588,0,"[9.743797188963623e-07 0.0053094496470810874 0.8281098318689915
 18.455230458332032 186.39067663054942 1048.9485897486845
 3461.574561225286 6790.580713673822 7914.514630376019 5475.982478430442
 2420.014819819373 1058.8509318667855 939.8494550023021 1040.1066726989159
 1037.7057103078112 1020.4983520450858 1069.155546830116
 1181.3979744251978 1303.5653824906783 1220.3780099816706
 738.3213340413209]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429]"
71,-1.0,-1.0,-1,-1,-1,-18.81499999995588,0,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.99999999e+00
 8.00000000e+01 5.46000000e+02 2.18700000e+03 4.74800000e+03
 5.88500000e+03 4.23500000e+03 1.96300000e+03 8.81000000e+02
 7.98000000e+02 9.06000000e+02 9.19000000e+02 9.09000000e+02
 9.76000000e+02 1.09000000e+03 1.18100000e+03 1.12500000e+03
 6.78000000e+02]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
72,-1.0,-1.0,-1,-1,-1,-19.07999999995587,0,"[3.388459739706124e-12 7.030792996829514e-07 0.003119841689285771
 0.5106242460797085 18.77423478985904 188.75831484767613 977.574488754488
 2947.5008905569157 5196.183594827531 5478.211700396034 3562.170003167117
 1652.7524043724488 930.3147548663729 911.4844517904536 966.1796474697138
 972.1321825311959 1021.1933171950476 1129.258525503138 1218.978304210683
 1135.9318932514927 685.4068944231828]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
73,-1.0,-1.0,-1,-1,-1,-19.344999999955867,0,"[7.623718593354775e-18 6.398444701254917e-11 1.0641349280806994e-05
 0.037669787148877476 3.9005905509367897 56.805785918028064
 389.9858143935342 1533.8699884352052 3628.841542598808 5264.513448583025
 4760.835136407936 2827.5068086767064 1391.2476644331434 971.1050077881497
 975.0193126846555 1002.410769141716 1047.2026535467833 1139.869837055526
 1216.8773238986175 1117.002349254239 672.3460879517012]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
74,-1.0,-1.0,-1,-1,-1,-19.609999999955868,0,"[1.3453621795930739e-18 1.1291399117599211e-11 1.8780605021145074e-06
 0.006670994006059567 0.7551672283927617 15.80201532762245
 144.4154409742261 726.8308813635057 2210.707394855588 4209.408465559823
 5074.089944642077 3967.4554972160613 2221.4955890875026 1230.04513561403
 1010.3405438969297 1029.9542385175478 1067.4838315066356
 1145.5828212956908 1221.1546419131087 1107.4791082478946
 658.2379528452777]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
75,-1.0,-1.0,-1,-1,-1,-19.874999999955868,0,"[4.9369116378988204e-26 1.7217345053939538e-17 1.1559477611524269e-10
 1.5417005737295247e-05 0.0440658340685729 3.826702984170272
 51.17913428097509 320.8986194080944 1223.160086809394 2960.328021624029
 4570.589445208481 4606.487930101372 3181.088435957797 1765.7583434506032
 1154.0849017222185 1056.3785035435096 1089.1817035852014
 1160.3829358239202 1222.322983085277 1090.9183696156902 639.3329757584165]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
76,-1.0,-1.0,-1,-1,-1,-20.13999999995587,0,"[1.0579096383472864e-26 3.689431326259162e-18 2.47703769574923e-11
 3.3040082050174167e-06 0.00948163002172434 0.9098544360666913
 17.334194705508757 137.81966101951494 637.7672133187317
 1888.4088902046271 3637.266952450106 4619.701191071602 3958.008741330761
 2483.5647254086075 1470.4610423224917 1140.2838240114804
 1117.301383514654 1183.3147991854796 1227.51826094843 1087.051165243194
 631.9185129732413]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
77,-1.0,-1.0,-1,-1,-1,-20.40499999995587,0,"[1.3818045440831315e-35 2.0315355844404135e-25 5.661054633074655e-17
 3.0407078260847164e-10 3.252745905100294e-05 0.07500519666194877
 5.271626608630862 55.50310282470161 314.2535034241567 1123.2391258577256
 2631.5169600330596 4112.82892552442 4335.261985894042 3227.035771284502
 1950.8905965315369 1307.6670389410567 1163.8587008356562
 1201.0692413453307 1236.4395715567084 1085.0142294697562
 627.5604167673936]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
78,-1.0,-1.0,-1,-1,-1,-20.66999999995587,0,"[4.0641310120825994e-36 5.975104664706914e-26 1.6650161224129894e-17
 8.94327030526781e-11 9.56741514350425e-06 0.022104588482454234
 1.6330548378193939 21.380165587751335 148.31185124239298
 639.8827980332003 1787.2259176863206 3335.5900538888836 4251.445587297701
 3778.4596156303655 2534.683194155947 1595.2038077702912 1254.980788435259
 1239.5192915216196 1245.7051667465323 1078.2427234040326
 622.8894658350439]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
79,-1.0,-1.0,-1,-1,-1,-20.93499999995587,0,"[8.12826202468821e-37 1.1950209362111199e-26 3.330032628678225e-18
 1.7886626082108852e-11 1.9138503515974136e-06 0.004452443036057637
 0.3854307843713586 7.835037981843443 67.67907175512299 346.7972153858774
 1150.059960943473 2546.0298739057675 3833.3331751283026
 4026.2067119956096 3092.80553090774 1994.8991180306207 1419.6805157037504
 1284.9366087668743 1256.298695286407 1076.548788002889 616.1850987406763]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.        ]"
80,-1.0,-1.0,-1,-1,-1,-21.19999999995587,0,"[2.45755529e+03 1.17446722e+03 2.70498462e-01 1.87132301e-09
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.00000000e+00
 4.90000000e+01 2.78000000e+02 9.36000000e+02 2.12100000e+03
 3.27600000e+03 3.51500000e+03 2.70200000e+03 1.77400000e+03
 1.25600000e+03 1.17400000e+03 1.15500000e+03 9.85000000e+02
 5.69000000e+02]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
81,-1.0,-1.0,-1,-1,-1,-21.46499999995587,0,"[237.30581905024437 1762.054580040707 1378.4775384259478 250.3337209654685
 2.9342959949073424 0.0013613639337883992 0.042832752735410005
 2.5099657844684122 24.118370372024387 149.14907716374364
 594.6352525059735 1568.9959686938105 2831.437665206542 3547.053659007027
 3164.1586123879097 2220.507537782756 1514.9734077252338
 1271.6109292321846 1207.6808433116032 1019.2751083128874 583.678968979769]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
82,-1.0,-1.0,-1,-1,-1,-21.729999999955872,0,"[23.35768364767889 353.1547463647937 1393.5605941207332 1295.5764096291994
 402.22837165180965 39.474659008544165 0.5409272448468883
 0.4861116467482782 9.671504876836869 75.26055569078424 351.39473188285166
 1078.1201734135952 2247.946826505906 3270.746711225064 3364.03250365399
 2600.190110680744 1778.9702264209704 1373.5013276255102
 1236.3251555762286 1026.4517074780654 587.0514332077532]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
83,-1.0,-1.0,-1,-1,-1,-21.994999999955873,0,"[2.460296915213341 56.80878164655403 426.34173472063014 1189.347196533757
 1170.2701166118134 461.5060797782496 75.0347006671219 4.274840091691467
 3.8503618702481845 36.66061496023552 203.1867472727644 717.9676964727718
 1713.8796646230367 2854.2954663620917 3356.746015588662
 2900.7721917673603 2074.411518090865 1523.4957873932922
 1284.5701622348777 1038.2984296962663 584.1136892449882]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
84,-1.0,-1.0,-1,-1,-1,-22.259999999955873,0,"[0.23057518601645605 7.955957241731448 96.51549004000022
 489.59070097514353 1083.7330919139768 1045.007739076004 458.1358682847138
 95.62844326700306 10.330453494981109 17.989082669210607 117.0221343587398
 468.8123748406279 1276.6582735676855 2401.622426045746 3192.47676572371
 3091.3299399576003 2371.4933348761283 1711.6995444607383
 1354.9474779380196 1055.2986309470084 583.470311837271]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
85,-1.0,-1.0,-1,-1,-1,-22.524999999955874,0,"[0.005044876442738776 0.9184169971315087 18.766470088704573
 145.7427857946584 542.5966626320163 1016.5760265114471 925.8654367839072
 420.86008234248567 96.42230698307553 18.33824190388633 64.91116548230526
 299.9486410241536 920.6116478537322 1954.2252026401065 2930.0098797606133
 3169.4922077349775 2631.821633339672 1927.3144555949511
 1455.2996832787464 1079.0570844848662 586.8128795495825]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
86,-1.0,-1.0,-1,-1,-1,-22.789999999955874,0,"[3.507497268723624e-06 0.019058071184840805 2.7357776161233165
 36.12019870943475 202.6367867525979 606.2966351851511 957.9665119775926
 803.7071063792736 363.28596459691755 92.00078640714433 47.20102470629965
 190.9400891038991 651.3865158125569 1548.225437869108 2594.6745213703007
 3117.5448733837275 2825.353804919612 2153.2816641769737
 1577.7499172540183 1123.2820522911304 598.7815903309922]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
87,-1.0,-1.0,-1,-1,-1,-23.054999999955875,0,"[3.8975392058928335e-07 0.002124201327777115 0.333052868454015
 7.465874835174526 63.66591831887611 276.32001243044175 666.3798037044894
 899.0107948847485 688.0050097767215 296.53166413569465 92.65665639395316
 130.2700581767532 460.73584629044103 1209.252726883023 2245.0002134978104
 2975.335797106033 2947.8605199406416 2364.2897504420016
 1726.9944258772755 1185.5924252767386 611.5526841196046]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
88,-1.0,-1.0,-1,-1,-1,-23.319999999955876,0,"[1.185951137891982e-11 2.459957054242444e-06 0.01078299176462771
 1.3048533774458322 17.768805968003466 106.12690739455354 357.885325929452
 711.4607996678333 827.8872929363034 565.6160077001681 237.8581301140052
 129.15601807802722 328.49485199473764 927.5539925492507
 1895.4121819468585 2772.139648605312 2986.313398893549 2537.6080425837063
 1883.2880472719007 1260.5524382852577 634.0217689522763]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295]"
89,-1.0,-1.0,-1,-1,-1,-23.584999999955876,0,"[4.74932435e+03 2.26970509e+03 5.22749146e-01 3.61640692e-09
 6.00000000e+00 6.10000000e+01 2.23000000e+02 4.97000000e+02
 6.38000000e+02 4.33000000e+02 2.00000000e+02 1.16000000e+02
 2.85000000e+02 7.98000000e+02 1.66600000e+03 2.47400000e+03
 2.69300000e+03 2.32500000e+03 1.71700000e+03 1.16600000e+03
 5.93000000e+02]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
90,-1.0,-1.0,-1,-1,-1,-23.849999999955877,0,"[458.6030306959515 3405.241278500893 2663.963236509791 483.79326706402526
 7.039195016984564 18.975132104366423 103.03700698566531 305.2619521550949
 550.7458078008049 582.6245945656484 366.40117732978115 185.85619578524143
 233.12069835677067 632.1531228743625 1422.1439503345814 2308.91875707455
 2738.0828948448748 2511.5513261287288 1914.2372547055395
 1277.8991013168384 637.0385175215429]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
91,-1.0,-1.0,-1,-1,-1,-24.114999999955877,0,"[44.2337735767962 677.3104682327348 2698.4321192136586 2512.4205134512663
 781.2502921735274 83.3240486018092 41.777380359830424 160.57626616631194
 380.5703119482153 557.2238053673265 499.581295258057 299.81705160959274
 232.3822714992072 495.24893572189416 1171.262718716358 2059.384817140143
 2650.2439263056317 2590.362504125984 2047.4040444759435
 1373.7800782143474 676.9294646396322]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
92,-1.0,-1.0,-1,-1,-1,-24.379999999955878,0,"[4.71019425189144 109.3138763569102 827.2226553855248 2320.9634751056456
 2269.051091134075 893.3521833481692 161.68176810276043 82.64203264820715
 228.5013364434582 441.46944560315546 534.1697227365429 422.09524250718357
 287.5394152705594 410.66209422246453 955.6003714331582 1811.6313383183326
 2511.499889771858 2615.018984794098 2166.8941075678963 1462.0740721894945
 710.1020728487694]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
93,-1.0,-1.0,-1,-1,-1,-24.64499999995588,0,"[0.45898959063978206 15.525449087297648 186.15262119941923
 946.2118072959045 2108.868488069505 2021.8866424330183 891.2943205133091
 217.1038260442366 146.15737534172786 312.680475913555 485.8743691753134
 492.23206086789276 371.14654702303034 390.8783450042702 799.1551127139122
 1576.405387787801 2348.2332991387275 2612.393021900873 2260.2587921368727
 1552.7044286660423 755.5546027448781]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
94,-1.0,-1.0,-1,-1,-1,-24.90999999995588,0,"[0.010806635929250396 1.9473387037186243 37.34496069149267
 285.27093398839713 1060.5241713060368 1964.3198631830294 1786.79119689416
 826.7018549953531 256.8686306370248 220.97832540727322 384.6858381638019
 493.8879863858419 446.25329735957155 414.1463959092746 683.55205580617
 1360.1080785478166 2163.9510877874013 2564.1761299821424
 2323.558926280916 1645.5804372275102 803.4526720625487]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
95,-1.0,-1.0,-1,-1,-1,-25.17499999995588,0,"[0.0007248723112935788 0.1539081618287711 6.014633643597467
 72.71944607062535 404.851670497596 1182.8987837441869 1857.0512844882433
 1574.6635159814007 736.8448137864164 287.95712182863775 300.0302554005435
 439.4262427617048 481.12307092705913 457.68130754512237 624.7192593482117
 1189.888511539497 1979.0978432672962 2490.486542877992 2365.433531276064
 1714.7552771762 846.1443547611659]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
96,-1.0,-1.0,-1,-1,-1,-25.43999999995588,0,"[1.169209241110733e-06 0.006361710191059039 0.9514557881235254
 16.797173778825083 129.79446347526982 543.8750772605889
 1286.6977447290549 1732.959454451416 1341.7717285191814 639.3057649860875
 327.22671590108786 377.82258456733 472.5208509152967 485.3642487780086
 599.2045540190253 1061.0986976010463 1807.416248249323 2394.0682435150184
 2384.1273406785967 1776.0750239993658 891.7003732786477]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
97,-1.0,-1.0,-1,-1,-1,-25.70499999995588,0,"[2.5413235594000643e-11 5.2713107359968e-06 0.02310211891158999
 2.7809593657796126 36.61543071457327 213.84383259555904 707.8480211995108
 1381.3418525414168 1600.9111393201115 1128.5902266475794
 561.0275452335725 371.69244223996907 432.5519264287479 498.02666610388695
 594.1276638703805 968.0562382862105 1649.0705448417832 2279.705576808203
 2377.46614940202 1840.2869849143328 931.7921061375935]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121]"
98,-1.0,-1.0,-1,-1,-1,-25.969999999955878,0,"[5.53746421e+03 2.64635762e+03 6.09498210e-01 4.21654164e-09
 1.30000000e+01 1.23000000e+02 4.41000000e+02 9.56000000e+02
 1.18500000e+03 8.54000000e+02 4.61000000e+02 3.16000000e+02
 3.75000000e+02 4.42000000e+02 5.01000000e+02 8.70000000e+02
 1.47900000e+03 2.03100000e+03 2.17700000e+03 1.70000000e+03
 8.54000000e+02]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121  2769.57708444]"
99,-1.0,-1.0,-1,-1,-1,-26.234999999955836,0,"[534.7071885879399 3970.333531655176 3106.0420430665845 564.0909808204407
 9.548113614025675 38.83147999764023 205.31672596861836 595.2294036096312
 1046.340815212806 1104.551475740891 748.2642029635956 437.0466198421514
 373.6463686767252 437.51586365758857 524.5713902953179 819.166404768395
 1398.9476061885773 1993.3942744749434 2203.645082185197 1781.685683992792
 920.5604223594946]","[  836.30110456 25502.38745893     0.          1226.78352495
  2778.00174981  1877.71429589 28343.08792429     0.
  1063.18706295  1859.51558121  2769.57708444]"
